PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
1133,2,"Christy, Mrs. (Alice Frances)",0,45.0,0,2,237789,30.0,B57 B59 B63 B66,2,1
1134,1,"Spedden, Mr. Frederic Oakley",1,45.0,1,1,16966,134.5,E34,0,0
1135,3,"Hyman, Mr. Abraham",1,30.272590361445783,0,0,3470,7.8875,B57 B59 B63 B66,2,0
1136,3,"Johnston, Master. William Arthur Willie""""",1,30.272590361445783,1,2,W./C. 6607,23.45,B57 B59 B63 B66,2,0
1137,1,"Kenyon, Mr. Frederick R",1,41.0,1,0,17464,51.8625,D21,2,0
1138,2,"Karnes, Mrs. J Frank (Claire Bennett)",0,22.0,0,0,F.C.C. 13534,21.0,B57 B59 B63 B66,2,1
1139,2,"Drew, Mr. James Vivian",1,42.0,1,1,28220,32.5,B57 B59 B63 B66,2,0
1140,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",0,29.0,1,0,26707,26.0,B57 B59 B63 B66,2,1
1141,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",0,30.272590361445783,1,0,2660,14.4542,B57 B59 B63 B66,0,1
1142,2,"West, Miss. Barbara J",0,0.92,1,2,C.A. 34651,27.75,B57 B59 B63 B66,2,0
1143,3,"Abrahamsson, Mr. Abraham August Johannes",1,20.0,0,0,SOTON/O2 3101284,7.925,B57 B59 B63 B66,2,0
1144,1,"Clark, Mr. Walter Miller",1,27.0,1,0,13508,136.7792,C89,0,0
1145,3,"Salander, Mr. Karl Johan",1,24.0,0,0,7266,9.325,B57 B59 B63 B66,2,0
1146,3,"Wenzel, Mr. Linhart",1,32.5,0,0,345775,9.5,B57 B59 B63 B66,2,0
1147,3,"MacKay, Mr. George William",1,30.272590361445783,0,0,C.A. 42795,7.55,B57 B59 B63 B66,2,0
1148,3,"Mahon, Mr. John",1,30.272590361445783,0,0,AQ/4 3130,7.75,B57 B59 B63 B66,1,0
1149,3,"Niklasson, Mr. Samuel",1,28.0,0,0,363611,8.05,B57 B59 B63 B66,2,0
1150,2,"Bentham, Miss. Lilian W",0,19.0,0,0,28404,13.0,B57 B59 B63 B66,2,1
1151,3,"Midtsjo, Mr. Karl Albert",1,21.0,0,0,345501,7.775,B57 B59 B63 B66,2,0
1152,3,"de Messemaeker, Mr. Guillaume Joseph",1,36.5,1,0,345572,17.4,B57 B59 B63 B66,2,0
1153,3,"Nilsson, Mr. August Ferdinand",1,21.0,0,0,350410,7.8542,B57 B59 B63 B66,2,0
1154,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",0,29.0,0,2,29103,23.0,B57 B59 B63 B66,2,1
1155,3,"Klasen, Miss. Gertrud Emilia",0,1.0,1,1,350405,12.1833,B57 B59 B63 B66,2,0
1156,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",1,30.0,0,0,C.A. 34644,12.7375,B57 B59 B63 B66,0,0
1157,3,"Lyntakoff, Mr. Stanko",1,30.272590361445783,0,0,349235,7.8958,B57 B59 B63 B66,2,0
1158,1,"Chisholm, Mr. Roderick Robert Crispin",1,30.272590361445783,0,0,112051,0.0,B57 B59 B63 B66,2,0
1159,3,"Warren, Mr. Charles William",1,30.272590361445783,0,0,C.A. 49867,7.55,B57 B59 B63 B66,2,0
1160,3,"Howard, Miss. May Elizabeth",0,30.272590361445783,0,0,A. 2. 39186,8.05,B57 B59 B63 B66,2,0
1161,3,"Pokrnic, Mr. Mate",1,17.0,0,0,315095,8.6625,B57 B59 B63 B66,2,0
1162,1,"McCaffry, Mr. Thomas Francis",1,46.0,0,0,13050,75.2417,C6,0,0
1163,3,"Fox, Mr. Patrick",1,30.272590361445783,0,0,368573,7.75,B57 B59 B63 B66,1,0
1164,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",0,26.0,1,0,13508,136.7792,C89,0,1
1165,3,"Lennon, Miss. Mary",0,30.272590361445783,1,0,370371,15.5,B57 B59 B63 B66,1,1
1166,3,"Saade, Mr. Jean Nassr",1,30.272590361445783,0,0,2676,7.225,B57 B59 B63 B66,0,0
1167,2,"Bryhl, Miss. Dagmar Jenny Ingeborg ",0,20.0,1,0,236853,26.0,B57 B59 B63 B66,2,1
1168,2,"Parker, Mr. Clifford Richard",1,28.0,0,0,SC 14888,10.5,B57 B59 B63 B66,2,0
1169,2,"Faunthorpe, Mr. Harry",1,40.0,1,0,2926,26.0,B57 B59 B63 B66,2,0
1170,2,"Ware, Mr. John James",1,30.0,1,0,CA 31352,21.0,B57 B59 B63 B66,2,0
1171,2,"Oxenham, Mr. Percy Thomas",1,22.0,0,0,W./C. 14260,10.5,B57 B59 B63 B66,2,0
1172,3,"Oreskovic, Miss. Jelka",0,23.0,0,0,315085,8.6625,B57 B59 B63 B66,2,0
1173,3,"Peacock, Master. Alfred Edward",1,0.75,1,1,SOTON/O.Q. 3101315,13.775,B57 B59 B63 B66,2,1
1174,3,"Fleming, Miss. Honora",0,30.272590361445783,0,0,364859,7.75,B57 B59 B63 B66,1,0
1175,3,"Touma, Miss. Maria Youssef",0,9.0,1,1,2650,15.2458,B57 B59 B63 B66,0,0
1176,3,"Rosblom, Miss. Salli Helena",0,2.0,1,1,370129,20.2125,B57 B59 B63 B66,2,0
1177,3,"Dennis, Mr. William",1,36.0,0,0,A/5 21175,7.25,B57 B59 B63 B66,2,0
1178,3,"Franklin, Mr. Charles (Charles Fardon)",1,30.272590361445783,0,0,SOTON/O.Q. 3101314,7.25,B57 B59 B63 B66,2,0
1179,1,"Snyder, Mr. John Pillsbury",1,24.0,1,0,21228,82.2667,B45,2,0
1180,3,"Mardirosian, Mr. Sarkis",1,30.272590361445783,0,0,2655,7.2292,F E46,0,0
1181,3,"Ford, Mr. Arthur",1,30.272590361445783,0,0,A/5 1478,8.05,B57 B59 B63 B66,2,0
1182,1,"Rheims, Mr. George Alexander Lucien",1,30.272590361445783,0,0,PC 17607,39.6,B57 B59 B63 B66,2,1
1183,3,"Daly, Miss. Margaret Marcella Maggie""""",0,30.0,0,0,382650,6.95,B57 B59 B63 B66,1,0
1184,3,"Nasr, Mr. Mustafa",1,30.272590361445783,0,0,2652,7.2292,B57 B59 B63 B66,0,0
1185,1,"Dodge, Dr. Washington",1,53.0,1,1,33638,81.8583,A34,2,0
1186,3,"Wittevrongel, Mr. Camille",1,36.0,0,0,345771,9.5,B57 B59 B63 B66,2,0
1187,3,"Angheloff, Mr. Minko",1,26.0,0,0,349202,7.8958,B57 B59 B63 B66,2,0
1188,2,"Laroche, Miss. Louise",0,1.0,1,2,SC/Paris 2123,41.5792,B57 B59 B63 B66,0,0
1189,3,"Samaan, Mr. Hanna",1,30.272590361445783,2,0,2662,21.6792,B57 B59 B63 B66,0,1
1190,1,"Loring, Mr. Joseph Holland",1,30.0,0,0,113801,45.5,B57 B59 B63 B66,2,0
1191,3,"Johansson, Mr. Nils",1,29.0,0,0,347467,7.8542,B57 B59 B63 B66,2,0
1192,3,"Olsson, Mr. Oscar Wilhelm",1,32.0,0,0,347079,7.775,B57 B59 B63 B66,2,0
1193,2,"Malachard, Mr. Noel",1,30.272590361445783,0,0,237735,15.0458,D,0,0
1194,2,"Phillips, Mr. Escott Robert",1,43.0,0,1,S.O./P.P. 2,21.0,B57 B59 B63 B66,2,0
1195,3,"Pokrnic, Mr. Tome",1,24.0,0,0,315092,8.6625,B57 B59 B63 B66,2,0
1196,3,"McCarthy, Miss. Catherine Katie""""",0,30.272590361445783,0,0,383123,7.75,B57 B59 B63 B66,1,0
1197,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",0,64.0,1,1,112901,26.55,B26,2,1
1198,1,"Allison, Mr. Hudson Joshua Creighton",1,30.0,1,2,113781,151.55,C22 C26,2,0
1199,3,"Aks, Master. Philip Frank",1,0.83,0,1,392091,9.35,B57 B59 B63 B66,2,1
1200,1,"Hays, Mr. Charles Melville",1,55.0,1,1,12749,93.5,B69,2,0
1201,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",0,45.0,1,0,350026,14.1083,B57 B59 B63 B66,2,0
1202,3,"Cacic, Mr. Jego Grga",1,18.0,0,0,315091,8.6625,B57 B59 B63 B66,2,0
1203,3,"Vartanian, Mr. David",1,22.0,0,0,2658,7.225,B57 B59 B63 B66,0,1
1204,3,"Sadowitz, Mr. Harry",1,30.272590361445783,0,0,LP 1588,7.575,B57 B59 B63 B66,2,0
1205,3,"Carr, Miss. Jeannie",0,37.0,0,0,368364,7.75,B57 B59 B63 B66,1,0
1206,1,"White, Mrs. John Stuart (Ella Holmes)",0,55.0,0,0,PC 17760,135.6333,C32,0,1
1207,3,"Hagardon, Miss. Kate",0,17.0,0,0,AQ/3. 30631,7.7333,B57 B59 B63 B66,1,1
1208,1,"Spencer, Mr. William Augustus",1,57.0,1,0,PC 17569,146.5208,B78,0,0
1209,2,"Rogers, Mr. Reginald Harry",1,19.0,0,0,28004,10.5,B57 B59 B63 B66,2,0
1210,3,"Jonsson, Mr. Nils Hilding",1,27.0,0,0,350408,7.8542,B57 B59 B63 B66,2,0
1211,2,"Jefferys, Mr. Ernest Wilfred",1,22.0,2,0,C.A. 31029,31.5,B57 B59 B63 B66,2,0
1212,3,"Andersson, Mr. Johan Samuel",1,26.0,0,0,347075,7.775,B57 B59 B63 B66,2,0
1213,3,"Krekorian, Mr. Neshan",1,25.0,0,0,2654,7.2292,F E57,0,0
1214,2,"Nesson, Mr. Israel",1,26.0,0,0,244368,13.0,F2,2,0
1215,1,"Rowe, Mr. Alfred G",1,33.0,0,0,113790,26.55,B57 B59 B63 B66,2,1
1216,1,"Kreuchen, Miss. Emilie",0,39.0,0,0,24160,211.3375,B57 B59 B63 B66,2,1
1217,3,"Assam, Mr. Ali",1,23.0,0,0,SOTON/O.Q. 3101309,7.05,B57 B59 B63 B66,2,0
1218,2,"Becker, Miss. Ruth Elizabeth",0,12.0,2,1,230136,39.0,F4,2,1
1219,1,"Rosenshine, Mr. George (Mr George Thorne"")""",1,46.0,0,0,PC 17585,79.2,B57 B59 B63 B66,0,0
1220,2,"Clarke, Mr. Charles Valentine",1,29.0,1,0,2003,26.0,B57 B59 B63 B66,2,0
1221,2,"Enander, Mr. Ingvar",1,21.0,0,0,236854,13.0,B57 B59 B63 B66,2,0
1222,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",0,48.0,0,2,C.A. 33112,36.75,B57 B59 B63 B66,2,1
1223,1,"Dulles, Mr. William Crothers",1,39.0,0,0,PC 17580,29.7,A18,0,1
1224,3,"Thomas, Mr. Tannous",1,30.272590361445783,0,0,2684,7.225,B57 B59 B63 B66,0,0
1225,3,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",0,19.0,1,1,2653,15.7417,B57 B59 B63 B66,0,0
1226,3,"Cor, Mr. Ivan",1,27.0,0,0,349229,7.8958,B57 B59 B63 B66,2,0
1227,1,"Maguire, Mr. John Edward",1,30.0,0,0,110469,26.0,C106,2,1
1228,2,"de Brito, Mr. Jose Joaquim",1,32.0,0,0,244360,13.0,B57 B59 B63 B66,2,0
1229,3,"Elias, Mr. Joseph",1,39.0,0,2,2675,7.2292,B57 B59 B63 B66,0,0
1230,2,"Denbury, Mr. Herbert",1,25.0,0,0,C.A. 31029,31.5,B57 B59 B63 B66,2,0
1231,3,"Betros, Master. Seman",1,30.272590361445783,0,0,2622,7.2292,B57 B59 B63 B66,0,0
1232,2,"Fillbrook, Mr. Joseph Charles",1,18.0,0,0,C.A. 15185,10.5,B57 B59 B63 B66,2,0
1233,3,"Lundstrom, Mr. Thure Edvin",1,32.0,0,0,350403,7.5792,B57 B59 B63 B66,2,0
1234,3,"Sage, Mr. John George",1,30.272590361445783,1,9,CA. 2343,69.55,B57 B59 B63 B66,2,0
1235,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",0,58.0,0,1,PC 17755,512.3292,B51 B53 B55,0,1
1236,3,"van Billiard, Master. James William",1,30.272590361445783,1,1,A/5. 851,14.5,B57 B59 B63 B66,2,0
1237,3,"Abelseth, Miss. Karen Marie",0,16.0,0,0,348125,7.65,B57 B59 B63 B66,2,1
1238,2,"Botsford, Mr. William Hull",1,26.0,0,0,237670,13.0,B57 B59 B63 B66,2,0
1239,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",0,38.0,0,0,2688,7.2292,B57 B59 B63 B66,0,0
1240,2,"Giles, Mr. Ralph",1,24.0,0,0,248726,13.5,B57 B59 B63 B66,2,0
1241,2,"Walcroft, Miss. Nellie",0,31.0,0,0,F.C.C. 13528,21.0,B57 B59 B63 B66,2,1
1242,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",0,45.0,0,1,PC 17759,63.3583,D10 D12,0,1
1243,2,"Stokes, Mr. Philip Joseph",1,25.0,0,0,F.C.C. 13540,10.5,B57 B59 B63 B66,2,0
1244,2,"Dibden, Mr. William",1,18.0,0,0,S.O.C. 14879,73.5,B57 B59 B63 B66,2,0
1245,2,"Herman, Mr. Samuel",1,49.0,1,2,220845,65.0,B57 B59 B63 B66,2,0
1246,3,"Dean, Miss. Elizabeth Gladys Millvina""""",0,0.17,1,2,C.A. 2315,20.575,B57 B59 B63 B66,2,0
1247,1,"Julian, Mr. Henry Forbes",1,50.0,0,0,113044,26.0,E60,2,1
1248,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)",0,59.0,2,0,11769,51.4792,C101,2,1
1249,3,"Lockyer, Mr. Edward",1,30.272590361445783,0,0,1222,7.8792,B57 B59 B63 B66,2,0
1250,3,"O'Keefe, Mr. Patrick",1,30.272590361445783,0,0,368402,7.75,B57 B59 B63 B66,1,0
1251,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",0,30.0,1,0,349910,15.55,B57 B59 B63 B66,2,1
1252,3,"Sage, Master. William Henry",1,14.5,8,2,CA. 2343,69.55,B57 B59 B63 B66,2,0
1253,2,"Mallet, Mrs. Albert (Antoinette Magnin)",0,24.0,1,1,S.C./PARIS 2079,37.0042,B57 B59 B63 B66,0,1
1254,2,"Ware, Mrs. John James (Florence Louise Long)",0,31.0,0,0,CA 31352,21.0,B57 B59 B63 B66,2,1
1255,3,"Strilic, Mr. Ivan",1,27.0,0,0,315083,8.6625,B57 B59 B63 B66,2,0
1256,1,"Harder, Mrs. George Achilles (Dorothy Annan)",0,25.0,1,0,11765,55.4417,E50,0,1
1257,3,"Sage, Mrs. John (Annie Bullen)",0,30.272590361445783,1,9,CA. 2343,69.55,B57 B59 B63 B66,2,0
1258,3,"Caram, Mr. Joseph",1,30.272590361445783,1,0,2689,14.4583,B57 B59 B63 B66,0,0
1259,3,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",0,22.0,0,0,3101295,39.6875,B57 B59 B63 B66,2,0
1260,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",0,45.0,0,1,112378,59.4,B57 B59 B63 B66,0,1
1261,2,"Pallas y Castello, Mr. Emilio",1,29.0,0,0,SC/PARIS 2147,13.8583,B57 B59 B63 B66,0,0
1262,2,"Giles, Mr. Edgar",1,21.0,1,0,28133,11.5,B57 B59 B63 B66,2,0
1263,1,"Wilson, Miss. Helen Alice",0,31.0,0,0,16966,134.5,E39 E41,0,1
1264,1,"Ismay, Mr. Joseph Bruce",1,49.0,0,0,112058,0.0,B52 B54 B56,2,0
1265,2,"Harbeck, Mr. William H",1,44.0,0,0,248746,13.0,B57 B59 B63 B66,2,0
1266,1,"Dodge, Mrs. Washington (Ruth Vidaver)",0,54.0,1,1,33638,81.8583,A34,2,1
1267,1,"Bowen, Miss. Grace Scott",0,45.0,0,0,PC 17608,262.375,B57 B59 B63 B66,0,1
1268,3,"Kink, Miss. Maria",0,22.0,2,0,315152,8.6625,B57 B59 B63 B66,2,0
1269,2,"Cotterill, Mr. Henry Harry""""",1,21.0,0,0,29107,11.5,B57 B59 B63 B66,2,0
1270,1,"Hipkins, Mr. William Edward",1,55.0,0,0,680,50.0,C39,2,0
1271,3,"Asplund, Master. Carl Edgar",1,5.0,4,2,347077,31.3875,B57 B59 B63 B66,2,0
1272,3,"O'Connor, Mr. Patrick",1,30.272590361445783,0,0,366713,7.75,B57 B59 B63 B66,1,0
1273,3,"Foley, Mr. Joseph",1,26.0,0,0,330910,7.8792,B57 B59 B63 B66,1,0
1274,3,"Risien, Mrs. Samuel (Emma)",0,30.272590361445783,0,0,364498,14.5,B57 B59 B63 B66,2,1
1275,3,"McNamee, Mrs. Neal (Eileen O'Leary)",0,19.0,1,0,376566,16.1,B57 B59 B63 B66,2,0
1276,2,"Wheeler, Mr. Edwin Frederick""""",1,30.272590361445783,0,0,SC/PARIS 2159,12.875,B57 B59 B63 B66,2,0
1277,2,"Herman, Miss. Kate",0,24.0,1,2,220845,65.0,B57 B59 B63 B66,2,1
1278,3,"Aronsson, Mr. Ernst Axel Algot",1,24.0,0,0,349911,7.775,B57 B59 B63 B66,2,0
1279,2,"Ashby, Mr. John",1,57.0,0,0,244346,13.0,B57 B59 B63 B66,2,0
1280,3,"Canavan, Mr. Patrick",1,21.0,0,0,364858,7.75,B57 B59 B63 B66,1,0
1281,3,"Palsson, Master. Paul Folke",1,6.0,3,1,349909,21.075,B57 B59 B63 B66,2,0
1282,1,"Payne, Mr. Vivian Ponsonby",1,23.0,0,0,12749,93.5,B24,2,0
1283,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",0,51.0,0,1,PC 17592,39.4,D28,2,1
1284,3,"Abbott, Master. Eugene Joseph",1,13.0,0,2,C.A. 2673,20.25,B57 B59 B63 B66,2,0
1285,2,"Gilbert, Mr. William",1,47.0,0,0,C.A. 30769,10.5,B57 B59 B63 B66,2,0
1286,3,"Kink-Heilmann, Mr. Anton",1,29.0,3,1,315153,22.025,B57 B59 B63 B66,2,0
1287,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",0,18.0,1,0,13695,60.0,C31,2,1
1288,3,"Colbert, Mr. Patrick",1,24.0,0,0,371109,7.25,B57 B59 B63 B66,1,0
1289,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",0,48.0,1,1,13567,79.2,B41,0,1
1290,3,"Larsson-Rondberg, Mr. Edvard A",1,22.0,0,0,347065,7.775,B57 B59 B63 B66,2,0
1291,3,"Conlon, Mr. Thomas Henry",1,31.0,0,0,21332,7.7333,B57 B59 B63 B66,1,0
1292,1,"Bonnell, Miss. Caroline",0,30.0,0,0,36928,164.8667,C7,2,1
1293,2,"Gale, Mr. Harry",1,38.0,1,0,28664,21.0,B57 B59 B63 B66,2,0
1294,1,"Gibson, Miss. Dorothy Winifred",0,22.0,0,1,112378,59.4,B57 B59 B63 B66,0,1
1295,1,"Carrau, Mr. Jose Pedro",1,17.0,0,0,113059,47.1,B57 B59 B63 B66,2,1
1296,1,"Frauenthal, Mr. Isaac Gerald",1,43.0,1,0,17765,27.7208,D40,0,1
1297,2,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1,20.0,0,0,SC/PARIS 2166,13.8625,D38,0,1
1298,2,"Ware, Mr. William Jeffery",1,23.0,1,0,28666,10.5,B57 B59 B63 B66,2,0
1299,1,"Widener, Mr. George Dunton",1,50.0,1,1,113503,211.5,C80,0,0
1300,3,"Riordan, Miss. Johanna Hannah""""",0,30.272590361445783,0,0,334915,7.7208,B57 B59 B63 B66,1,1
1301,3,"Peacock, Miss. Treasteall",0,3.0,1,1,SOTON/O.Q. 3101315,13.775,B57 B59 B63 B66,2,0
1302,3,"Naughton, Miss. Hannah",0,30.272590361445783,0,0,365237,7.75,B57 B59 B63 B66,1,0
1303,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",0,37.0,1,0,19928,90.0,C78,1,1
1304,3,"Henriksson, Miss. Jenny Lovisa",0,28.0,0,0,347086,7.775,B57 B59 B63 B66,2,0
1305,3,"Spector, Mr. Woolf",1,30.272590361445783,0,0,A.5. 3236,8.05,B57 B59 B63 B66,2,0
1306,1,"Oliva y Ocana, Dona. Fermina",0,39.0,0,0,PC 17758,108.9,C105,0,1
1307,3,"Saether, Mr. Simon Sivertsen",1,38.5,0,0,SOTON/O.Q. 3101262,7.25,B57 B59 B63 B66,2,0
1308,3,"Ware, Mr. Frederick",1,30.272590361445783,0,0,359309,8.05,B57 B59 B63 B66,2,0
1309,3,"Peter, Master. Michael J",1,30.272590361445783,1,1,2668,22.3583,B57 B59 B63 B66,0,1
